algorithms,means,stds
ARMOEA,51.7981582888889,7.77013855695161
BiGE,14.0368194777778,0.919757022306234
EFRRR,8.91756152777778,0.00841484548549831
MOEAIGDNS,79.5082874611111,4.46897197537073
MaOEADDFC,18.2794947777778,1.85366693871731
NSGAIII,40.8285493222222,4.08660652836833
NSGAII,64.6957392777778,0.440084350634553
SPEA2SDE,63.1578860055556,1.58212863082696
SPEAR,97.3267008333333,1.18539584400012
gamultiobj,45.6743175111111,2.38495669738142
tDEA,30.4692233666667,5.22197282874316
